date,Bolivar_Dolar
11-28-2020,1204023.27
11-29-2020,1214053.74
11-30-2020,1050374.91
12-1-2020,999630.72
12-2-2020,1025065.82
12-3-2020,1305293.44
12-4-2020,1305293.44
12-5-2020,1305293.44
12-6-2020,1163053.07
12-7-2020,1094023.92
12-8-2020,1100032.3
12-9-2020,1180127.63
12-10-2020,1135074.29
12-11-2020,1135074.29
12-12-2020,1135074.29
12-13-2020,1150272.95
12-14-2020,1226312.32
12-15-2020,1068031.82
12-16-2020,1001858.84
12-17-2020,1050833.77
12-18-2020,1050833.77
12-19-2020,1050833.77
12-20-2020,1120744.03
12-21-2020,1062934.54
12-22-2020,1000143.81
12-23-2020,980329.71
12-24-2020,980329.71
12-25-2020,980329.71
12-26-2020,980329.71
12-27-2020,990813.72
12-28-2020,1204338.52
12-29-2020,1103663.33
12-30-2020,998942.14
12-31-2020,998942.14
1-1-2021,998942.14
1-2-2021,998942.14
1-3-2021,1120102.43
1-4-2021,1230063.75
1-5-2021,1335065.11
1-6-2021,1446012.11
1-7-2021,1615923.17
1-8-2021,1620852.03
1-9-2021,1620852.03
1-10-2021,1621012.12
1-11-2021,1610378.01
1-12-2021,1600401.17
1-13-2021,1602038.88
1-14-2021,1660824.38
1-15-2021,1660824.38
1-16-2021,1660824.38
1-17-2021,1663064.87
1-18-2021,1600384.65
1-19-2021,1615012.73
1-20-2021,1702492.12
1-21-2021,1750236.13
1-22-2021,1750236.13
1-23-2021,1750236.13
1-24-2021,1748013.02
1-25-2021,1803130.82
1-26-2021,1850128.02
1-27-2021,1802869.02
1-28-2021,1788641.94
1-29-2021,1788641.94
1-30-2021,1788641.94
1-31-2021,1750022.13
2-1-2021,1728843.54
2-2-2021,1800137.29
2-3-2021,1850015.22
2-4-2021,1847582.91
2-5-2021,1847582.91
2-6-2021,1847582.91
2-7-2021,1850173.02
2-8-2021,1765049.56
2-9-2021,1720033.83
2-10-2021,1760302.91
2-11-2021,1734814.46
2-12-2021,1734814.46
2-13-2021,1734814.46
2-14-2021,1734814.46
